,score,comment
1002,6.5, نصف جلسات رو نمیان و کلاس رو زود تموم میکنن کلا چیزی یاد نمیگیرین
1003,5.0, در کلاس وقت استراحت نمیدن فقط درس میدن😐کلی هم تمرین میدن هر جلسه که باید بفرستین نمره دادنشونم یه چیز تو مایه های درس دادنشونه:/🤨
1004,7.0, سوال نمیدن و باید کل کتاب رو بخونید 
1005,4.666666666666667, خیلی خیلی بد درس میدن
1006,10.0, استاد آقایی فوق‌العاده هستن و خیلی با نزاکت با دانشجو برخورد میکنن همچنین پر از دانش حقوقی هستن در یک کلمه عالیییی❤️💚💛
1007,10.0, استاد خوبیه ولی با پسرا انگار رفتار بهتری داره هر جلسه پرسش داره و امتحان خیلیی زیادی داشت ( ۱۰ صفحه جواب) نمره خوبی هم نمیده
1008,9.833333333333334, ایشون کاملا طبق ارزیابی ای که اول ترم گفتن نمره خواهند داد و فعالیت کلاسی و انجام تکالیف بسیار براشون اهمیت داره.
1009,10.0, اصلا تو طول ترم دانشجوها رو اذیت نمیکنه . تمرین براش خیلی مهمه فقط کافیه تمرین هارو بهش تحویل بدین.برگه امتحانم خیلی با دقت تصحیح میکنن.
1010,9.5, انصافا استاده خوبیه حالا بعضیا میگن بد هستش اما خدایی درس دادنش حرف نداره
1011,10.0, استاد خیلی متشخص و مهربونین و همینطور برخوردشون خیلی خوبه با دانشجوها. اصلا اذیتتون نمیکنن و خیلی خوب هم نمره میدن
1012,10.0, استاد خوبی هستن ولی این ترم خیلی سخت گیری کردند
1013,8.666666666666666, تعداد جلسات کلاس کم بود با سرعت زیاد تدریس میکردن علاوه بر کلاس خودتون هم باید مطالعه کنید
1014,6.833333333333333, اخر ترم یه سری سوال میدن که امتحان ۸۰درصدش از اونا میاد
1015,9.833333333333334, استاد خيلي خوبين
1016,9.666666666666666, در کل استاد بدی نیستن اما امتحانی که میگیرن خیلی سخته و سطحش از جزوه خیلی بالا تره.
1017,6.833333333333333, کلا استادیه که دوست نداره به پسرا خیلی نمره بده نهایتا پسرا رو با ۱۰ تا ۱۲ پاس میکنه
1018,9.166666666666666, به جرات میتونم بگم بهترین استادی که میشه داشت ایشون هستند.فوق العاده مهربان و فهمیده و با دانش اموز راه میان.هرچی از ایشون بگم کم گفتم
1019,8.333333333333334, سخت میگیرن کارگاهو.
1020,10.0, در نمره دادن به نظرم بسيار منصفانه و خوب نمره ميدن، فقط در طول ترم بايد تحقيق ارائه بديد كه همون تحقيق تو امتحانتون مياد و راحته
1021,1.0, اصلا با ایشون کلاس برندارید.هرچقدر هم تلاش کنید.پروژه انجام بدین .امتحانشون هم انجام بدین نمره نمیدن و خیلی راحت میندازن
1022,1.5, توصیه میکنم به هیچ عنوان با هاش برندارید نه درس خوب میده نه نمره.
1023,7.666666666666667, اگر سطح زبانتون ضعیف تا خوب هست اصلا برندارید فقط و فقط اونایی که آیلتس ۷ به بالا دارن و میدونن میتونن خودشیرین کلاس باشن بردارن👌🏻
1024,5.166666666666667, خودتونو برای تدریس ضعیف،بدون استراحت،کلی تمرین،کوئیز،میان ترم و در نهایت یه نمره ی عجیب که معلوم نیست چجوری به دست اومده آماده کنید😐😐
1025,9.833333333333334, استاد خوبيه فقط بايد هرچيزى سركلاس ميگه بنويسى و امتحان هم از هموناس
1026,8.5, بیشتر تمرکزش روی مسائل دینیه ولی امتحانش سخت نیست و خونده باشی نمره بالایی میگیری
1027,5.833333333333333, خودشون بعد ویدئوها داخل وویس توضیح میدادن صحبت هاشون اصلا واضح نبود و روی مطالب تسلط کافی رو نداشتن
1028,7.333333333333333, اصلا اون جور که بنظر می‌رسه استاد خوبی نیست  پیشنهاد میکنم اصلا باهاش بر ندارید چون واقعا نمره خوبی نمیشه ازشون گرفت
1029,1.0, کلاسشون بشدت نویز داشت و براشون مهم نبود
1030,9.666666666666666, تو کلاس باید فعال باشید ، جزوه حتما بنویسید و امتحان از چیزایی که توکلاس گفته همچنین  تمرین میدن ولی پیگیری نمیکنن.
1031,8.666666666666666, از نظر رفتار و نمره دادن عالیه حتما باید رو جزوه مسلط باشین و همراه باهاشون بخونید
1032,10.0, امتحان یه مقداری از جزوشون سخت تره
1033,10.0, سر کلاس میپرسن اگر جواب بدین نمرتون کامل میشه 
1034,10.0, واقعا استاد با شخصیتی هستن و پاسخگو دانشجو هستن یه گروه میزنن تو طول ترم که اونجا همیشه هر سوالی دانشجو داشته باشه جواب میدن
1035,10.0, سر کلاس باید فعال باشید و نکاتی که میگه حتما یاداشت کنید چون ممکنه داخل pdf نباشه، امتحان از تدریسش هست
1036,9.833333333333334, باید سر کلاس خیلی فعال باشید و تمریناتش رو هم بنویسید و گرنه نمره نمی‌گیرید، اما اگر فعالیت داشته باشید احتمالش هست 20 بگیرید
1037,9.833333333333334, امتحانشون خیلی سخته ولی با ارفاق میتونید نمره ی بالا بگیرید
1038,6.833333333333333, این ترم همه رو انداختن، مهم نیست چقدر زحمت می‌کشید
1039,7.833333333333333, تمرینات و فعالیت در کلاس داشته باشید امتحان رو هم خوب بنویسید، میتونید پاس بشید
1040,2.5, دیر میاد سرکلاس 
1041,10.0, مهم نیست چقدر خوب می‌نویسید آخرش 10 میشید
1042,3.6666666666666665, کلاسشون بدون اطلاع رسانی در واتساپ برگزار میشه،خیلی استاد بیخیالی هستن و نمره خوبی نمیشه ازشون گرفت،پیشنهاد نمیدم
1043,4.833333333333333, بیشتر از این که تدریس کنن از خودشون تعریف می کنن باهاشون کلاس بر ندارید
1044,10.0, استاد بسیار خوبی هستند حتما باهاشون کلاس بر دارید
1045,3.1666666666666665, توصیه می کنم باهاشون برندارید
1046,10.0, امتحان شفاهی، میان ترم و بعضی وقتها کوئیز هم میگیرن. اگر درس رو کامل بلد باشید میتونید پاس بشید
1047,9.833333333333334, استاد خوبی هستن با حوصله و با علم، نمره خودتون رو میدن .
1048,8.5, من راجبش نظرای منفی زیاد شنیده بودم ولی هم اخلاقش خوبه هم نمره دادنش بد نیس
1049,10.0, عاااالی هستن کاشکی همه استاد ها مثل ایشون بودن
1050,7.166666666666667, نسبت به درس عمومی سخت گیره و هر جلسه باید میکروفون روشن کنی و نهاد رو انجام بدی ولی نمره دادنش بد نیست
1051,8.666666666666666, از نظر علمی استاد خوبی هستند ولی به هیچ عنوان نمره خوبی نمیشه ازشون گرفت
1052,9.0, تو طول ترم چن تا تحقیق میخوان و امتحان پایان ترم هم تحقیق طور هستش اما  خیلی سخت گیری نمیکنن بیشتر قصد دارن بچه ها با تحقیق چیزی یاد بگیرن
1053,10.0, استاد بسیار خوبی هستند ،  پیشنهاد میشه باهاشون بردارید
1054,5.666666666666667, سعی کنید حتی‌الامکان با ایشون کلاس برندارید چون از یه کلاس ۳۰ نفری قطعا ۲۵ نفرو میندازه !!! 
1055,5.333333333333333, گول رفتار دوستانه و رعایت ادب و احترام و نخورین
1056,6.833333333333333, در کل باید باهاتون حال کنه باش لج نکنید که اصن نمره جالبی نمیده پررو نباشین سر کلاسش
1057,1.6666666666666667, ایشون اصلا به دانشجو اهمیت نمیدن و نمره ها رو هم کاملا رندوم دادن و کسی هم بالای ۱۸ نشد
1058,1.8333333333333333, اصلا برگه هارو صحیح نمیکنه 
1059,6.666666666666667, از روی پی دی اف درس میدن میرن 
1060,1.8333333333333333, امتحان رو کامل نوشتم همه کلاس ها هم حضور داشتم و خودشون گفتن ۱۰ نمره حضوره ولی پاس نشدم ، کلا ۳/۴ نفر پاس شدن
1061,10.0, سر کلاس باید ارائه بدیم درس رو ، استاد باسواد و مهربونی هستن ، حتما بردارید
1062,5.0, یه تعداد سوال داره از کتاب که جواباش خیلی طولانیه همونا تو امتحان میاد که من خلاصه کردم همه رو در حد ۵ خط نمره کامل امتحانو داد
1063,9.166666666666666, باهاشون اگه برمیدارید فعال باشید
1064,10.0, استاد خیلی خوبین راحت ۲۰ میشین رو هوا بردارید.
1065,10.0, کارهایی که طول ترم میگن رو انجام بدین سوالات امتحانه
1066,4.5, شنیده بودیم استاد خوبی هستند ولی مجازی که ما باهاشون کلاس داشتیم راضی کننده نبود...
1067,9.666666666666666, استاد خوبین ولی تمرینات کتاب حل بیشترش با دانشجو هست که باید سر کلاس جواب بدن و جز فعالیت کلاسی هست امتحانشون هم آسون بود
1068,8.333333333333334, استاد بسیار خوبی هستند حتما اگر تونستید با ایشون واحد برداريد.
1069,8.833333333333334, برخورد خوبی دارن با دانشجو و با معلومات هستند امتحانشون هم معمولی بود پیشنهاد میشه خودتون جزوه بنویسید
1070,10.0, عالیه حتما باهاش وردارید
1071,2.6666666666666665, اگه میخواید فیزیک رو بیفتید باهاش وردارید
1072,2.3333333333333335, تکلیف میدن اما نمره اش رو تاثیر نمیدن 
1073,9.5, اگه هر کاری رو که ازتون میخوان انجام بدید(پرسش ها مهمن) ۲۰ میشید و تو نظرها گفته بودن که با دختر ها خوب نیستن ولی من همچین چیزی ندیدم ازشون
1074,9.333333333333334, استاد خوبیه و تدریسش عالیه ولی نمره اگه بخواید بگیرید باید خیلی فراتر از جزوه بلد باشید کلا به درد کسایی که فقط میخوان پاس بشن نمیخوره
1075,9.5, به تک تک سوالا جواب میدن . برای کلیات حقوق جزا جزوه میدن که تحت تاثیر کتاب کلیات حقوق جزای اردبیلی هست
1076,10.0, استادی عالی حتما با ایشون بردارید
1077,10.0, استاد خوبیه نمره خوبی میشه ازشون گرفت.امتحان هم به صورت تستیه.
1078,10.0, استاد خیلی خوبیه بنظرم باهاش حتما بردارید
1079,9.666666666666666, استاد درجه یک و محترم 
1080,10.0, استاده خوب و محترمیه خیلی سختگیر نیست تدریسشون هم قابله قبوله (در کل ok)
1081,1.0, اکثریت دانشجو هارو یا میندازه یا حداکثر با 12 پاس میکنه. امتحانم سخته. برندارید با ایشون.
1082,10.0, دانشجو رو اذیت نمیکنه و نمره بالا میده. اولویت اول باشه.
1083,2.0, تدریسی داخل کلاس نمیکنن و هر هفته هم تمرین میدن. اولویت آخر آخر باشه.
1084,9.0, استاد خیلی خوبین و حتما توو نمره دادن کمک میکنن اگه فعالیت داشته باشین و بخونین.
1085,10.0, بسیار استاد مهربونین. حتما با ایشون بردارین.
1086,10.0, امتحان از سوالاتی ک خودشون مشخص میکنن هست. آخر ترم 100% نمره 19 به بالا میشید.
1087,10.0, تدریسشون فوق العادس ولی هر هفته بلاستثنا تمرین یا فعالیت کلاسی باید داشته باشین و نمره آخر ترم هم کمتر میدن.
1088,9.166666666666666, استاد مهربونی هستن و اگه تمرین بفرستین و فعال باشین قطعا بالای 17 میشن. اولویت اول باشه💙
1089,10.0, امتحان از سوالات مشخص شده هست. بسیار مهربونن و قطعا 19 به بالا میشید.
1090,7.666666666666667, من همه کلاسا حضور داشتم و میان ترم هم نمره کامل گرفتم ولی ۱۶ داد
1091,6.666666666666667, اگر حوصله دارید هر جلسه امتحان بدید و با امتحان پایان ترم عجیب مواجه شید با این استاد برندارید
1092,10.0, واقعا استاد فوق العاده و بی نظیری هستند باهاش بردارید و لذت ببرید😍😍😍😍
1093,2.8333333333333335, با این استاد برندارید ***
1094,10.0, استاد با معلوماتی هستن با احترام رفتار میکنن سعی میکنن کلاس خیلی خشک نباشه و امتحان پر سوال دارن که از کتابه در کل پیشنهاد میشه
1095,8.833333333333334, خوش برخورد ولی امتحان سطحش سخته اگه حسابی درس خون باشین میشه با نمره خوب پاس کرد.
1096,9.666666666666666, پی دی افی که میدن فقط تیتره باید تک تک جلسات رو ضبط کنید و واو به واو یادداشت کنید و پروژشون رو درست انجام بدید نمره ی بالایی میگیرید
1097,10.0, اگر میخواید واقعا یاد بگیرید و فعال باشید و تکالیفشون رو کامل انجام بدید و تقلب نکنید میتونید نمره بالایی بگیرید
1098,1.3333333333333333, استاد خیلی جدی هستش و نمره خوب هم نمیدن یعنی بخونی هم باز کمتر میگیرید
1099,10.0, استادی خونگرم و با اطلاعاتی فراوان 
1100,5.0, سعی کنید با ایشون کلاس برندارید
1101,1.0, بسیار سخت گیرن و پایین ترین نمره ممکن رو میدن اصلا نمره خوبی نمیشه ازشون گرفت
1102,8.166666666666666, نهاد یا ارائه هم باید انجام بشه که به عنوان نمره کلاسی در نظر میگیرن برای نمره دادن هم ارفاق نمیکنن
1103,2.1666666666666665, کاملا سلیقه ای نمره میدن حتی اگر براشون تمرین فرستاده باشین و حاضربوده باشین
1104,6.333333333333333, تمرینات زیادی میدن هر جوری هم بکشی اشکال رو میگیره ولی اگه تمرینات رو انجام بدید نمره خوبی میگیرید
1105,1.0, توصیه نمیشه باهاش برداشت ***
1106,10.0, حتما باهاش کلاس بردارین عالیه کلاسش خیلیم مهربونن و خوش اخلاق
1107,10.0, فوووووووق العادس،خیلی باسوادن سطح علم بالایی دارن حتما توی انتخاب هاتون باشه
1108,3.8333333333333335, متاسفانه زیاد به تدریس اهمیت نمیدن.ولی واسه امتحانم سخت نمیگیرن.
1109,5.166666666666667, باهاشون کلاس برندارید حتی اگه در حد ۲۰ بنویسید نمرتون ۱۴ میشه،کلا دوست ندارن دانشجو نمره خوب بگیره
1110,8.833333333333334, طول ترم یکم سخت میگیرند ولی خودشون میگن دوست دادن دانشجو ها نمره بالایی بگیرن
1111,9.333333333333334, مطالبی که میگن خیلی زیاده اغلب خوش اخلاق هستن و خیلی دقیقن،ولی همه ممکنه اشتباه کنن اما اشتباهشون رو در مورد من قبول نکردن
1112,8.333333333333334, خیلی استاد خوبیه اگه ارائه داد حتما باهاش بردارید
1113,10.0, باهاش بردارید و از یادگیری درس لذت ببرید.آخر ترم هم یه نمره عالی ازشون میگیرید.یکی از بهترین استاد زبانای دانشکده ایشونن واقعا
1114,10.0, با ایشون بردارید بسیار استاد با شخصیتی هستن.
1115,3.3333333333333335, باهاشون برندارید 
1116,7.166666666666667, به هیچ وجه باهاش برندارید تا پشیمون نشید آخر ترم
1117,4.5, کلاس خیلی خسته کننده. جزوه ی خیلی بدی میده . درسم هیچی نمیفهمی.نمره هم خوب نمیده هرچی خودت بگیری رو به پایین
1118,6.5, استاد خوبی هستند و با دانشجو کنار میان
1119,9.833333333333334, سواد بالایی دارند. مشارکت دانشجو در کلاس حین تدریس هم براشون خیلی مهمه.
1120,1.3333333333333333, یک جلسه هم کلاس به صورت درست برگزار نمیکنند و به بهانه ی صدا قطع هست کلی وقت شما رو میگیرند پیشنهاد نمیکنم
1121,5.166666666666667, وضعیت نمره دادن جالب نیست حتی اگه فعالیت کلاسی بالایی داشته باشید
1122,8.0, استاد جندقی حافظه خوبی داره پس اگه باهاش برداشتید دقت کنید سر کلاس درست رفتار کنید و تمارین رو هم پاسخ بدید
1123,9.833333333333334, توی طول ترم یه سری تحقیق میخواد ازتون که همش توی امتحان ترم میاد
1124,10.0, بهترین استاد هستن جوری که تدریس میکنن سر کلاس یاد میگیرین مطالب رو و جا میوفته بهتر از ایشون نیست حتما بردارید
1125,10.0, رو دست استاد شهرام شرفی نیست.
1126,1.8333333333333333, سوالات به جزوه فرق داره و سخت گیری در ارائه کنفرانس و غیره... نمیره خوبی نمیگیرد دوستان
1127,3.5, 95% دانشجو ها از نمره شون اصلا راضی نیستن. و اصن نمیدونن چرا همچین نمره ی بدی گرفتن، 
1128,6.333333333333333, استاد از لحاظ تدریس بسیار خوب ، اما بسیار بی نظم هستند ، هر کلاس رو ۳۰ دقیقه دیرتر میان سر کلاس ، نمرات رو هم بعد از گذشت یک ماه وارد کردند
1129,4.833333333333333, به هیچ عنوان با ایشون برنداری، نیم ساعت از اول کلاس رو نمیاد، نیم ساعتم زودتر تعطیل میکنه، هیچی یاد نمیگیر‌ برای امتحان
1130,1.0, توصيه ميكنم اصلا باهاش درسي برنداريد
1131,10.0, استاد خوبی هستند،براشون مهمه دانشجو درس رو خوب یادگرفته باشه،تمرین و تکلیف میده و خیلی براش مهمه و جزئی از نمره است
1132,5.5, استاد اصلا  طبق پاسخنامت نمره نمیده و شانسی نمره میده اگه شانس خوبی ندارید باهاش برندارید
1133,10.0, خیلی عالی هستن ایشون 
1134,2.5, جزوه که نداره و نمیده . درس هم که از رو کتاب انگلیسی میده که خودشم نمیدونه چی نوشته تو کتاب.از رو عکساش درس میده 😂
1135,4.666666666666667, هم حضور هم ارائه هم تمرین داشتم . دو امتحان گرفت جفتشو خوب دادم از هر کدوم حد اقل نصف نمررو گرفتم ولی اکثر بچه هارو با ۵ و ۶ انداخت
1136,9.5, استاد خوب ، خوش اخلاق و باسوادیه..
1137,10.0, عالیههههههه میتونم بگم بهترین استاد تو درس دانش خانواده هست استاد خیلی مهربونیه باهاش حتما بردارید
1138,1.0, با این استاد برندارید میگن که ارفاق میکنن ولی نکردن نمره نا حق میدن که انتظار شو ندارید
1139,3.0, میگن ارفاق میکنن ولی نمیکنن
1140,10.0, خیلیییی استاد خوبیه باهاش بردارید پشیمون نمیشید
1141,9.833333333333334, استاد خیلی خیلی خوبی هستند و کلاسشون  خیلی خوبه نمره خوبی می تونید ازشون بگیرید
1142,9.833333333333334, استاد خیلی خوب و مهربونی هستند و با دانشجوها خیلی راه میان و بهشون احترام میذارند😊
1143,9.5, استاد بدی نیست....خیلی سریع درس میدهد و حتما باید کلاساش رو ضبط کنی و یادداشت برداری کنی چون تو جزوه اش خیلی چیزی ننوشته....
1144,1.0, اگه با این استاد برداشتید یا بهتون با این استاد کلاس دادن حتما دنبال یه استاد فیزیک ۱ برای ترم بعد باشید چون امکان نداره پاس کنسد
1145,9.166666666666666, استاد سختگیرین اگر واقعا دوست دارین دانشتون بیشتر بشه باهاشون بردارین در غیر اینصورت اذیت میشید چون خیلی باید تلاش کنید
1146,3.0, به نظرم اصلا با ایشون درس برندارید، خیلی هم دیر نمره میذارن.
1147,7.833333333333333, اگه کار زیاد انجام ندی خیلی راحت حذفت میکنه من به شخصه از وضع نمره دادن تو این شرایط مجازی راضی نبودم ماکت های سخت و انتظار بالا
1148,10.0, استاد خیلی مهربون وخوش اخلاقی هستن ومعلوماتشون بالاست به راحتی میشه ازشون نمره بالایی گرفت
1149,9.333333333333334, خیلی استاد با احترام و خوبیه و اگه سرکلاسش گوش بدی نمره عالی میگیری.
1150,5.5, برای دانشجو های پولداری خوبه که ۴_۵تومن هزینه میکنن بیرون کار براشون انجام بده.برای دانشجوهای پرتلاشی ک خودشون کار میکنن وحشتناکه.
1151,8.166666666666666, اولش قرار نبود اموزش نرم افزار p6اجباری باشه اما بدا اجباری کردن و نمره هم درنظر گرفتن و خیلی ها نمرشون کم شد
1152,8.666666666666666, استاد با احترامی هستن و اگه امتحان تستی بگیرن میشه نمره خوبی گرفت
1153,10.0, سطح علمی استاد بالاست و هر چقدر سوال کنید جوابتونو میدن ،خیلی هم دلسوز و مهربانن.. تمرینایی که میدنو حل کنید تاثیر داره..نمره دادنشونم خوبه
1154,9.833333333333334, خوبه
1155,5.666666666666667, اگه حتی ترم عقب میوفتین با این استاد بر ندارین و سریع حذفش کنید
1156,7.666666666666667, نمره کم میده حتی اگه امتحان خوب بدی، بل اخره یه جوری ازت نمره کم میکنه
1157,10.0, استاد بسیار محترم و خوبیه به همه نمره بالا میده
1158,4.666666666666667, اصلا منصفانه نمره نمی دهند در صورتیکه مجبور نیستید با این استاد بر ندارید .
1159,2.5, هیچ کلاسی تشکیل نمیدن.۳روز به امتحان مونده ۴۰تا سوال تستی میدن و عین همونا امتحان میگیرن.راحت بالای ۱۸هستید.
1160,7.0, سختگیری بیش از حد
1161,10.0, در طول ترم برای هر جلسه فایل میدهند ولی در آخرین جلسه یه پی دی اف میدهند که سوالات امتحان هست و از همونا میاد
1162,4.333333333333333, اگر سطح قرائت شما در حد استاد عبدالباسط و یا استاد منشاوی هست حتما توصیه میکنم با ایشون بردارید!!!!!!!!
1163,9.833333333333334, به تکالیف دانشجوها اهمیت می‌ده،هرچقدر سوال بپرسی جواب می‌ده، براشون مهمه که شما مطلب درس رو یاد بگیری،خیلی باهاشون کلاس مفیدی داشتم
1164,10.0, عالی هستن.مقدمات عملی بود ولی با اینحال مجازی خوب جمعش کردن.تمرینامون و هر جلسه چک میکردن.اگه کاراتون و خوب انجام بدین نمره خوبی میگیرین.
1165,9.833333333333334, در رابطه با نمرات هرچی خودت بگیری ایشون میدن گرد شده روبه بالا و اگه از اول کلاس درسو جلسه مرور کنی برای پایان ترم میشه نمره بالایی گرفت
1166,6.5, اخلاقش خوبه، تقریبا خوب درس میده، امتحان سختی میگیره که نیاز به خوندن داره،میگه فعال باشید نمره میدم اما نمیده دوروعه
1167,10.0, استاد خوبین ولی تمریناشون و باید هر جلسه انجام بدین وگرنه جمع شه ته ترم نمیتونین تمومش کنید امتحانشونم مثل تمریناشونه
1168,3.5, تا میتونید باهاش کلاس برندارید 
1169,10.0, استاد عالیه
1170,9.0, ایشون یه مقداری آدم سردی هستن و اگه سوالی بپرسید که به بحث ربط نداره اصولا جواب نمیدن ولی خیلیییی خوب نمره میدن
1171,10.0, اگه سرکلاسشون فعالیت کنید میشه نمره کامل گرفت ازشون
1172,10.0, فعالیت کلاسی برایشان بسیار اهمیت دارد 
1173,10.0, استاد بسیار خوبی هستند و من تمام ترم از وجودشون لذت بردم
1174,10.0, استاد عالی هستند.کلاس هاشون اصلا حوصله سر بر نیست. فعالیت کلاسی براشون خیلی مهمه و اگر فعالیت کلاسیتون خوب باشه راحت ۲۰ میگیرید.
1175,10.0, آخر سر سوال مشخص میکنه از همون ها هم امتحان میگیره
1176,9.666666666666666, فقط اگه مجازی هستید بدونید که موقع امتحان که شد واسه هر کس سوال جدا گانه داد که حتی اگر هم خواستید تقلب کنید نتونید .☹️
1177,10.0, در یک کلمه بهترین استاد 😍
1178,2.5, اطلاعاتشون کمه . با بحث های بی ربط وقت تلف میکنن و اخر ترم هم چندتا سوال میدن و نمره کم میدن .
1179,7.0, استاد بسیار با سوادی هستند ولی متاسفانه در امتحانات نمرات را غیر منصفانه به دانشجو میدند و هیچ پاسخ به اعتراض نمیدن.
1180,1.5, بد
1181,2.0, تا جایی که ممکنه باهاشون برندارین👩‍🦯
1182,9.666666666666666, برای دانشجوها اهمیت ویژه‌ای قائل بودند
1183,9.833333333333334, یه خورده طرز نمره دادنشون توی امتحان عجیبه ولی بازم کم نمیده اونقد . از ۱۷ تا ۱۹ میده ولی ۲۰ نع😐😂
1184,1.1666666666666667, درس نمیده اصلا،یه ربع درس میده صدارو میبنده،۱جلسه هم کلاسو باز کرد صدارو بست ۳.۵ساعت منتظر صبر کردیم بیاد،نیومد
1185,10.0, استاد بسیار خوبی هستن
1186,9.833333333333334, ۹۹
1187,9.5, فعالیت های کلاس مهمه باید درجا بکشی و عکس بفرستی براش و در پایان هم یه پلان معماری میده باید همه پلان هاشو بکشی .
1188,8.333333333333334, نسبت به بی اهمیت بودن درس از دانشجو توقعات زیادی دارن و نمره خیلی کمی میدهند.
1189,4.666666666666667, ايشون نمره رو بر اساس تحليل فيلم ميدن كه هيچ ارتباطى با درس نداره، صرفا نقد و تحليل فيلم ميكنن با ٢٠ مين تدريس
1190,6.166666666666667, اگراز رو جزوه میخونید و تدریس براتون فرق نداره بردارید ولی اگ تدریس رو باید بفهمید و با جزوه خوندن نمیتونیدبازم با همین استاد بردارید😂
1191,9.333333333333334, توصیه میکنم حتما با ایشون کلاس بردارین 😍
1192,7.333333333333333, اکثرا رو انداختن من که۳بار تکلیف ارائه دادم و مثبت کلاسی داشتم و امتحانو در حد۱۸نوشتم و بهترین شاگرد بودم رو انداختن و حلال نمیکنم.
1193,6.166666666666667, بر ندارید باهاش
1194,10.0, ایشون محشره حتما بردارید باهاشون
1195,4.5, رفتار خوب ولی
1196,2.3333333333333335, این ترم نصف بیشتر رو انداخت و بعدش میگه به پیام و اعتراض ها تون جواب نمیدم
1197,7.333333333333333, استاد خیلی خوبیه و خیلی خوب و با ارفاق نمره میده 
1198,9.833333333333334, استاد خیلی خوبی هستند پیشنهاد میکنم حتما با این استاد بردارید
1199,8.5, استاد سختگیری هستن و باید به شدت وقت بذارید ولی درس رو یاد میگیرید
1200,7.166666666666667, استاد خوبی هستن و از نمره خودتون یه مقدار مختصر بالاتر میدن ولی برای یادگیری درس توی اولویت نیستن درکل میتونید پاس کنید باهاش
1201,10.0, استاد بسیار با سوادی هستند ولی امتحانشون واقعا سخت هست و باید خیلی دقیق بخونید اگه دنبال اینید که بهره ببرید از کلاس باهاشون برداریذ
1202,1.5, پیشنهادمیکنم اصلاباایشون برندارید.چون برای یادگیری خوب نیستن وهمیشه سرکلاس مرتب صداراقطع میکردن وبعدچنددقیقه میومدن وبازمیرفتن
1203,10.0, میان ترم نداره ولی برای امتحان پایان ترم برای هر کس سوال جداگانه طراحی میکنه☹️ (درشرایط غیر حضوری)
1204,7.666666666666667, تا لحظه آخر درس میده خیلی مطلب میگه پرسش کلاسی داره امتحانش خیلی سخته هیچی کم نمیکنه امتحان شفاهیم جدای از امتحان کتبی ازما گرفت
1205,1.0, کلا میخواد بندازه.فقط دختر ها اونم تازه بعضیاشون رو پاس می کنه.
1206,2.1666666666666665, فقط دنبال بهونه‌ای برای نمره کلاسی کم کردن و انداختن دانشجو هستند و درکی از مشکلات اینترنت ندارند
1207,9.0, یه وقتایی عصبی برخورد میکنن ولی درکل استاد خوبین و راه میان با دانشجو و بنظرم خیلی بیشتر از چیزی که حقم بود بهم نمره دادن
1208,8.333333333333334, کلاساشون کوتاهه آخر ترمم میگن که ۲ نمره حضور غیابو به همه میدن امتحانشون عین جزوس و میتونید به راحتی یه ۲۰ بگیرید
1209,7.5, اگر استاد دیگه ای نبود بردارید
1210,4.5, خودشون سر کلاس نبود و دستیار داشتن.اگه باهات حال کنه نمره مژده
1211,8.0, من تمام طول ترم فعال بودم و مطمئن بودم بالای ۱۷میشم ولی بهم ۱۱ داد.به همه ی دانشجوها همینطوری نمره دادن.کاملا شانسی
1212,6.666666666666667, تکلیف خیلی میدن و از  دانشجو کار زیاد میخوان  اما در کل استاد مهربونی هستن و در آخر به همه بچه ها ارفاق کردند و نمره بالا دادند
1213,2.6666666666666665, اصلا با این استاد برندارین، چون خوب تدریس نمی کنند و فقط از روی جزوه روخوانی می کنند و نمره خوبی نمیشه ازشون گرفت
1214,4.166666666666667, *** با ایشون کلاس برندارید
1215,9.333333333333334, کلاساشون خیلی کوتاهه حضور غیاب نمیکنن آخر ترم ی جاهایی رو مشخص میکنن بخونیم به راحتی میتونید ۲۰ بگیرید
1216,10.0, من کلاً امتحان رو یادم رفت بدم که ۱۰ نمره داشت کلاسی هم ۹.۵ شده بودم یکم خواهش و تمنا کردم نمره نهایی ۱۵ داد بهم
1217,6.166666666666667, کلاسای حضوریشو خوبه نمره خودتو میده، تدریس خوب، با سواده ولی مجازیش اصلا مث حضوری نیست شرایط دانشجو رو درک نمیکنه و زیاد از حد سخت میگیره
1218,10.0, خیلی استاد با شخصیتیه شرایط دانشجو رو کاملا درک میکنه و واسه هر کار کوچیکی نمره مثبت در نظر میگیره تاثیر میده تو ترم
1219,10.0, استاد فوق العاده ای هستن هر درسی ارائه دادن باهاشون بردارید
1220,5.166666666666667, از درس دادنشون هیچی و متوچه نمیشید، فقط برای پاس کردن خوبن که اونم پایین تر از نمره ای که گرفتید میدن تا حدودی،اما پاس میکنن
1221,7.5, ایشون فقط ادبیات درس نمیدن فلسفه و روانشناسی رو هم اضافه میکنن به درس و هر جلسه هم پرسش دارن‌ و رفتارشون هم دوستانه هست !
1222,9.833333333333334, بسیار با سواد و خوش برخورد هستن و فعالیت تو‌کلاس خیلییی بیشتر از امتحان براش مهمه اگه فعالیت داشته باشی بالای ۱۸ میده عالیه
1223,5.166666666666667, مجازی که ما داشتیم استاد بسیار سختگیری بودند اگر در طول ترم درس نمیخونید با ایشون کلاس برندارید. بیشتر نمره کلاسی میباشد
